mmr_temp,fish_id,temp,bw,mean_rmr_unscaled,mean_rmr_bw,mean_rmr_72,n_rmr,treatment,population
19,A202,16,0.0298,0.059063675,1.982002517,2.081908094,15,ambient,John Day
19,A202,17,0.0298,0.089799759,3.013414732,3.165310064,12,ambient,John Day
19,A202,18,0.0298,0.089408176,3.000274362,3.151507319,8,ambient,John Day
19,A202,19,0.0298,0.056249698,1.887573758,1.982719535,5,ambient,John Day
19,A202,21,0.0298,0.116339966,3.904025705,4.100813528,5,ambient,John Day
19,A202,22,0.0298,0.117420805,3.94029547,4.138911494,3,ambient,John Day
19,A202,23,0.0298,0.258404426,8.671289463,9.108377787,4,ambient,John Day
19,A202,24,0.0298,0.186042847,6.243048557,6.557738026,4,ambient,John Day
19,A202,25,0.0298,0.235038249,7.887189564,8.284754238,3,ambient,John Day
19,A203,14,0.0332,0.044757748,1.34812494,1.459572271,5,ambient,John Day
19,A203,15,0.0332,0.04766582,1.43571747,1.554405926,14,ambient,John Day
19,A203,16,0.0332,0.053246263,1.603803102,1.736386936,15,ambient,John Day
19,A203,17,0.0332,0.062199855,1.873489608,2.028368007,12,ambient,John Day
19,A203,18,0.0332,0.06388091,1.924123795,2.083188014,8,ambient,John Day
19,A203,19,0.0332,0.06397641,1.927000301,2.086302345,5,ambient,John Day
19,A203,20,0.0332,0.071972951,2.16785997,2.347073484,4,ambient,John Day
19,A203,21,0.0332,0.075375234,2.270338373,2.458023627,5,ambient,John Day
19,A203,22,0.0332,0.081809033,2.4641275,2.667832977,4,ambient,John Day
19,A203,23,0.0332,0.089719776,2.702402892,2.925806214,4,ambient,John Day
19,A203,24,0.0332,0.100796859,3.03604997,3.287035362,4,ambient,John Day
19,A203,25,0.0332,0.117379288,3.535520723,3.827796563,5,ambient,John Day
19,A204,15,0.0364,0.046859514,1.287349286,1.430149957,18,ambient,John Day
19,A204,16,0.0364,0.050417204,1.385088022,1.538730487,14,ambient,John Day
19,A204,17,0.0364,0.054042657,1.484688379,1.649379124,9,ambient,John Day
19,A204,18,0.0364,0.078139663,2.146694038,2.384818517,10,ambient,John Day
19,A204,19,0.0364,0.082561892,2.268183846,2.51978472,6,ambient,John Day
19,A204,20,0.0364,0.080629592,2.215098681,2.460811035,5,ambient,John Day
19,A204,21,0.0364,0.079012875,2.170683379,2.411468888,4,ambient,John Day
19,A204,22,0.0364,0.094703106,2.601733681,2.890333963,5,ambient,John Day
19,A204,23,0.0364,0.098902692,2.717106923,3.0185051,4,ambient,John Day
19,A204,24,0.0364,0.178662137,4.908300467,5.452759276,5,ambient,John Day
19,A204,25,0.0364,0.255369937,7.01565761,7.79387742,5,ambient,John Day
19,A204,26,0.0364,0.305174653,8.383919038,9.313914798,4,ambient,John Day
19,A205,15,0.0274,0.046041169,1.680334635,1.724021719,17,ambient,John Day
19,A205,16,0.0274,0.050509406,1.843408978,1.89133584,14,ambient,John Day
19,A205,17,0.0274,0.054497331,1.988953686,2.040664579,11,ambient,John Day
19,A205,18,0.0274,0.068270249,2.491614927,2.55639452,10,ambient,John Day
19,A205,19,0.0274,0.069424934,2.533756715,2.599631962,6,ambient,John Day
19,A205,20,0.0274,0.076977644,2.809403066,2.882444838,5,ambient,John Day
19,A205,21,0.0274,0.084197508,3.072901752,3.152794253,4,ambient,John Day
19,A205,22,0.0274,0.095962148,3.502268175,3.593323777,5,ambient,John Day
19,A205,23,0.0274,0.106089271,3.871871204,3.972536145,4,ambient,John Day
19,A205,24,0.0274,0.118513437,4.32530792,4.437761788,5,ambient,John Day
19,A205,25,0.0274,0.130210275,4.752199818,4.875752459,4,ambient,John Day
19,A205,26,0.0274,0.174445813,6.366635511,6.532161933,4,ambient,John Day
19,A206,15,0.0213,0.122257605,5.739793662,5.488066501,17,ambient,John Day
19,A206,16,0.0213,0.088708897,4.164736948,3.982086237,14,ambient,John Day
19,A206,17,0.0213,0.0989983,4.647807512,4.443971032,12,ambient,John Day
19,A206,18,0.0213,0.10007323,4.698273709,4.492223985,10,ambient,John Day
19,A206,19,0.0213,0.084810722,3.981724038,3.807099626,6,ambient,John Day
19,A206,20,0.0213,0.072727161,3.414420704,3.264676234,5,ambient,John Day
19,A206,21,0.0213,0.077551006,3.6408923,3.481215584,4,ambient,John Day
19,A206,22,0.0213,0.086710153,4.070899202,3.892363915,5,ambient,John Day
19,A206,23,0.0213,0.092381763,4.337171972,4.146958903,4,ambient,John Day
19,A206,24,0.0213,0.107680537,5.055424272,4.833711146,5,ambient,John Day
19,A206,25,0.0213,0.177312226,8.324517653,7.959433619,5,ambient,John Day
19,A206,26,0.0213,0.169080899,7.938070376,7.589934559,4,ambient,John Day
19,A207,15,0.0326,0.045702344,1.401912393,1.510075273,18,ambient,John Day
19,A207,16,0.0326,0.048527927,1.488586718,1.603436868,14,ambient,John Day
19,A207,17,0.0326,0.06001249,1.840873926,1.982904367,10,ambient,John Day
19,A207,18,0.0326,0.109239671,3.350910153,3.609445661,8,ambient,John Day
19,A207,19,0.0326,0.086802891,2.662665368,2.86810017,6,ambient,John Day
19,A207,20,0.0326,0.083802681,2.570634387,2.768968653,5,ambient,John Day
19,A207,21,0.0326,0.103789221,3.183718436,3.429354455,4,ambient,John Day
19,A207,22,0.0326,0.119274408,3.658724172,3.941008728,5,ambient,John Day
19,A207,23,0.0326,0.13019397,3.993680061,4.301807714,4,ambient,John Day
19,A207,24,0.0326,0.197462322,6.057126442,6.524456893,5,ambient,John Day
19,A207,25,0.0326,0.105448977,3.234631196,3.484195353,5,ambient,John Day
19,A207,26,0.0326,0.116068932,3.560396687,3.835094889,4,ambient,John Day
19,A208,14,0.037,0.062374058,1.685785351,1.881375821,6,ambient,John Day
19,A208,15,0.037,0.067804298,1.832548595,2.045167011,18,ambient,John Day
19,A208,16,0.037,0.073573187,1.988464514,2.219172833,15,ambient,John Day
19,A208,17,0.037,0.080980085,2.188650946,2.442585556,12,ambient,John Day
19,A208,18,0.037,0.100428675,2.714288514,3.029209353,10,ambient,John Day
19,A208,19,0.037,0.091460598,2.471908054,2.758707102,5,ambient,John Day
19,A208,20,0.037,0.113479703,3.067019,3.422864797,4,ambient,John Day
19,A208,21,0.037,0.11368338,3.072523784,3.429008279,5,ambient,John Day
19,A208,22,0.037,0.132594053,3.583623054,3.999406982,4,ambient,John Day
19,A208,23,0.037,0.15744793,4.255349459,4.749069349,5,ambient,John Day
19,A208,24,0.037,0.217752138,5.885192919,6.568012688,4,ambient,John Day
19,A208,25,0.037,0.290074362,7.839847622,8.749452988,5,ambient,John Day
19,A210,14,0.0562,0.072468607,1.289476993,1.617769199,5,ambient,John Day
19,A210,15,0.0562,0.079303444,1.41109331,1.77034822,17,ambient,John Day
19,A210,16,0.0562,0.079802247,1.419968808,1.781483356,13,ambient,John Day
19,A210,17,0.0562,0.082168532,1.462073523,1.834307659,11,ambient,John Day
19,A210,18,0.0562,0.1208459,2.150282918,2.697730565,9,ambient,John Day
19,A210,19,0.0562,0.105031753,1.868892402,2.344699893,5,ambient,John Day
19,A210,20,0.0562,0.123410699,2.195919911,2.754986409,4,ambient,John Day
19,A210,21,0.0562,0.126994256,2.25968427,2.83498475,5,ambient,John Day
19,A210,22,0.0562,0.134773565,2.398106139,3.008647908,4,ambient,John Day
19,A210,23,0.0562,0.282934872,5.034428327,6.316160087,5,ambient,John Day
19,A210,24,0.0562,0.274440664,4.883285836,6.126537721,4,ambient,John Day
19,A210,25,0.0562,0.21497315,3.825145018,4.799001333,4,intermediate,John Day
22,2201,21,0.052,0.179250973,3.447134096,4.231710139,43,intermediate,John Day
22,2201,22,0.052,0.193711498,3.725221115,4.573090434,35,intermediate,John Day
22,2201,23,0.052,0.197697143,3.801868135,4.667182491,19,intermediate,John Day
22,2202,21,0.0575,0.135980505,2.364878348,2.986019222,43,intermediate,John Day
22,2202,22,0.0575,0.142567136,2.479428452,3.130656189,34,intermediate,John Day
22,2202,23,0.0575,0.167470938,2.912538052,3.677523048,19,intermediate,John Day
22,2203,21,0.0549,0.171308917,3.120381002,3.889239426,42,intermediate,John Day
22,2203,22,0.0549,0.136317251,2.483010036,3.094820947,34,intermediate,John Day
22,2203,23,0.0549,0.170437117,3.10450122,3.869446887,18,intermediate,John Day
22,2204,20,0.0446,0.252013149,5.650519036,6.644753906,22,intermediate,John Day
22,2204,21,0.0446,0.156484851,3.508628946,4.125988383,17,intermediate,John Day
22,2204,22,0.0446,0.179936141,4.034442623,4.744321387,28,intermediate,John Day
22,2204,23,0.0446,0.270589441,6.067027825,7.134549319,20,intermediate,John Day
22,2204,24,0.0446,0.167317194,3.751506592,4.411601451,10,intermediate,John Day
22,2205,20,0.045,0.147477029,3.277267311,3.863564498,23,intermediate,John Day
22,2205,21,0.045,0.119299451,2.651098911,3.125375718,16,intermediate,John Day
22,2205,22,0.045,0.140321095,3.118246556,3.676095235,26,intermediate,John Day
22,2205,23,0.045,0.15928079,3.539573111,4.172796339,21,intermediate,John Day
22,2205,24,0.045,0.133828863,2.973974733,3.506013434,10,intermediate,John Day
22,2206,20,0.0314,0.163555624,5.208777834,5.552044444,22,intermediate,John Day
22,2206,21,0.0314,0.132592375,4.222687102,4.500968788,17,intermediate,John Day
22,2206,22,0.0314,0.137880607,4.391102134,4.680482611,28,intermediate,John Day
22,2206,23,0.0314,0.207123531,6.596290796,7.030996658,21,intermediate,John Day
22,2206,24,0.0314,0.1756636,5.594382166,5.963060694,10,intermediate,John Day
22,2207,20,0.0296,0.110270683,3.725360912,3.905771471,21,intermediate,John Day
22,2207,21,0.0296,0.104158713,3.518875439,3.689286389,16,intermediate,John Day
22,2207,22,0.0296,0.110537154,3.734363311,3.915209846,26,intermediate,John Day
22,2207,23,0.0296,0.128614659,4.345089831,4.555512426,17,intermediate,John Day
22,2207,24,0.0296,0.139059104,4.697942703,4.925453131,8,intermediate,John Day
22,2208,21,0.0309,0.165728124,5.363369709,5.691187663,22,intermediate,John Day
22,2208,22,0.0309,0.159356592,5.157171262,5.472386047,51,intermediate,John Day
22,2208,23,0.0309,0.190751313,6.17318165,6.550496631,25,intermediate,John Day
22,2209,21,0.0262,0.148105014,5.65286313,5.727559755,22,intermediate,John Day
22,2209,22,0.0262,0.124290084,4.743896336,4.806581917,49,intermediate,John Day
22,2209,23,0.0262,0.122750846,4.685146794,4.74705609,24,intermediate,John Day
27,2601,24,0.0348,0.340769898,9.792238448,10.74239125,13,hot,John Day
27,2601,25,0.0348,0.361007014,10.37376477,11.3803438,48,hot,John Day
27,2601,26,0.0348,0.379413444,10.90268517,11.96058597,24,hot,John Day
27,2601,27,0.0348,0.40742522,11.70762126,12.84362599,15,hot,John Day
27,2602,24,0.0789,0.175988277,2.230523156,3.077266398,13,hot,John Day
27,2602,25,0.0789,0.144431327,1.830561812,2.525473153,48,hot,John Day
27,2602,26,0.0789,0.159498649,2.021529138,2.788934824,24,hot,John Day
27,2602,27,0.0789,0.161693012,2.04934109,2.827304643,15,hot,John Day
27,2603,24,0.0386,0.15492703,4.013653627,4.532743407,13,hot,John Day
27,2603,25,0.0386,0.131269258,3.400757979,3.840581336,48,hot,John Day
27,2603,26,0.0386,0.176355646,4.568799119,5.159686403,24,hot,John Day
27,2603,27,0.0386,0.166408041,4.311089145,4.86864653,15,hot,John Day
27,2605,24,0.0594,0.194020983,3.266346515,4.16197299,23,hot,John Day
27,2605,25,0.0594,0.208696924,3.513416229,4.476788799,44,hot,John Day
27,2605,26,0.0594,0.223560867,3.76365096,4.795637452,21,hot,John Day
27,2605,27,0.0594,0.216188972,3.639544983,4.637501826,12,hot,John Day
27,2606,24,0.0367,0.251517086,6.853326594,7.631057466,23,hot,John Day
27,2606,25,0.0367,0.24342679,6.632882561,7.385596966,44,hot,John Day
27,2606,26,0.0367,0.274892889,7.490269455,8.340282033,21,hot,John Day
27,2606,27,0.0367,0.317555649,8.65274248,9.634675096,12,hot,John Day
27,2607,24,0.0398,0.199232886,5.005851407,5.701931706,23,hot,John Day
27,2607,25,0.0398,0.180295203,4.530030226,5.159946017,44,hot,John Day
27,2607,26,0.0398,0.200554227,5.03905093,5.739747742,21,hot,John Day
27,2607,27,0.0398,0.231474664,5.815946332,6.624673037,12,hot,John Day
27,2608,24,0.0412,0.266159058,6.460171311,7.430055411,17,hot,John Day
27,2608,25,0.0412,0.22815171,5.537662864,6.369048107,45,hot,John Day
27,2608,26,0.0412,0.279635828,6.787277379,7.806270849,26,hot,John Day
27,2608,27,0.0412,0.298258437,7.239282451,8.326136762,12,hot,John Day
27,2609,24,0.0278,0.174562394,6.279222806,6.468673532,17,hot,John Day
27,2609,25,0.0278,0.122994748,4.424271511,4.557756429,44,hot,John Day
27,2609,26,0.0278,0.163676514,5.887644388,6.065280809,26,hot,John Day
27,2609,27,0.0278,0.159719066,5.745290144,5.918631552,12,hot,John Day
27,2610,24,0.0243,0.096228267,3.960010988,3.928646423,14,hot,John Day
27,2610,25,0.0243,0.061017998,2.511028724,2.491140564,43,hot,John Day
27,2610,26,0.0243,0.081448693,3.351798066,3.325250756,24,hot,John Day
27,2610,27,0.0243,0.084171256,3.463837695,3.436403006,11,hot,John Day
19,A01,19,0.006,0.0220272,3.6712,2.46188177,3,ambient,Lower Deschutes
19,A01,20,0.006,0.0272909,4.548483333,3.050182011,16,ambient,Lower Deschutes
19,A01,21,0.006,0.022625778,3.770962963,2.528782135,9,ambient,Lower Deschutes
19,A01,22,0.006,0.019729745,3.288290909,2.205105536,11,ambient,Lower Deschutes
19,A01,23,0.006,0.02248064,3.746773333,2.512560733,15,ambient,Lower Deschutes
19,A01,24,0.006,0.033273067,5.545511111,3.718782062,45,ambient,Lower Deschutes
19,A02,19,0.0073,0.031517311,4.317439863,3.058676141,3,ambient,Lower Deschutes
19,A02,20,0.0073,0.038219263,5.235515471,3.709083801,16,ambient,Lower Deschutes
19,A02,21,0.0073,0.026115229,3.577428643,2.534417614,11,ambient,Lower Deschutes
19,A02,22,0.0073,0.025697689,3.520231382,2.493896402,11,ambient,Lower Deschutes
19,A02,23,0.0073,0.029187438,3.998279151,2.832567779,15,ambient,Lower Deschutes
19,A02,24,0.0073,0.042188863,5.779296365,4.094323596,47,ambient,Lower Deschutes
19,A03,19,0.0092,0.033394655,3.629853841,2.743636219,3,ambient,Lower Deschutes
19,A03,20,0.0092,0.045103063,4.902506821,3.705574898,16,ambient,Lower Deschutes
19,A03,21,0.0092,0.026180901,2.845750059,2.150968958,11,ambient,Lower Deschutes
19,A03,22,0.0092,0.024772309,2.692642253,2.03524195,11,ambient,Lower Deschutes
19,A03,23,0.0092,0.02977719,3.236651072,2.446432694,15,ambient,Lower Deschutes
19,A03,24,0.0092,0.038901755,4.228451602,3.196088183,46,ambient,Lower Deschutes
19,A05,19,0.029,0.093264405,3.216013966,3.352479748,4,ambient,Lower Deschutes
19,A05,20,0.029,0.106526834,3.673339095,3.829210648,16,ambient,Lower Deschutes
19,A05,21,0.029,0.09058377,3.123578276,3.256121716,10,ambient,Lower Deschutes
19,A05,22,0.029,0.098074742,3.381887644,3.525391978,12,ambient,Lower Deschutes
19,A05,23,0.029,0.128461814,4.429717724,4.617684848,20,ambient,Lower Deschutes
19,A05,24,0.029,0.135972806,4.688717455,4.887674767,42,ambient,Lower Deschutes
19,A06,19,0.0153,0.047758133,3.121446569,2.720484798,4,ambient,Lower Deschutes
19,A06,20,0.0153,0.053906234,3.523283281,3.070704046,15,ambient,Lower Deschutes
19,A06,21,0.0153,0.047067437,3.076303084,2.681140167,11,ambient,Lower Deschutes
19,A06,22,0.0153,0.04808978,3.143122852,2.73937668,11,ambient,Lower Deschutes
19,A06,23,0.0153,0.052253321,3.415249755,2.97654784,20,ambient,Lower Deschutes
19,A06,24,0.0153,0.056937114,3.72138,3.243354482,41,ambient,Lower Deschutes
19,A07,19,0.0122,0.040921813,3.354246967,2.743800848,4,ambient,Lower Deschutes
19,A07,20,0.0122,0.060169489,4.931925287,4.034354332,16,ambient,Lower Deschutes
19,A07,21,0.0122,0.038336774,3.142358539,2.570474419,11,ambient,Lower Deschutes
19,A07,22,0.0122,0.041396597,3.393163666,2.775635019,11,ambient,Lower Deschutes
19,A07,23,0.0122,0.048687094,3.990745436,3.264461686,19,ambient,Lower Deschutes
19,A07,24,0.0122,0.048794053,3.999512553,3.271633258,42,ambient,Lower Deschutes
19,A08,19,0.0372,0.092218151,2.478982554,2.770781575,4,ambient,Lower Deschutes
19,A08,20,0.0372,0.099579325,2.676863588,2.991955025,15,ambient,Lower Deschutes
19,A08,21,0.0372,0.087386162,2.349090376,2.625599895,11,ambient,Lower Deschutes
19,A08,22,0.0372,0.093950057,2.525539159,2.822818321,11,ambient,Lower Deschutes
19,A08,23,0.0372,0.118585833,3.187791204,3.563023516,20,ambient,Lower Deschutes
19,A08,24,0.0372,0.144896162,3.895058116,4.353542241,42,ambient,Lower Deschutes
19,A09,19,0.0442,0.091821415,2.077407589,2.436782387,11,ambient,Lower Deschutes
19,A09,20,0.0442,0.105821386,2.394149015,2.80831753,13,ambient,Lower Deschutes
19,A09,21,0.0442,0.106613168,2.412062614,2.829330038,9,ambient,Lower Deschutes
19,A09,22,0.0442,0.117386013,2.655792159,3.115222833,14,ambient,Lower Deschutes
19,A09,23,0.0442,0.136202372,3.081501627,3.614576613,39,ambient,Lower Deschutes
19,A09,24,0.0442,0.158229509,3.579853155,4.199138946,18,ambient,Lower Deschutes
19,A10,19,0.0239,0.077445032,3.240377908,3.199807651,10,ambient,Lower Deschutes
19,A10,20,0.0239,0.103676567,4.337931693,4.283619816,13,ambient,Lower Deschutes
19,A10,21,0.0239,0.087261892,3.651125172,3.605412266,10,ambient,Lower Deschutes
19,A10,22,0.0239,0.09312482,3.896435992,3.847651741,14,ambient,Lower Deschutes
19,A10,23,0.0239,0.115691217,4.840636704,4.780030848,39,ambient,Lower Deschutes
19,A10,24,0.0239,0.129605986,5.422844591,5.354949362,18,ambient,Lower Deschutes
19,A11,20,0.0072,0.037235006,5.171528657,3.649629952,6,ambient,Lower Deschutes
19,A11,22,0.0072,0.02352622,3.267530491,2.305948191,13,ambient,Lower Deschutes
19,A11,23,0.0072,0.030284271,4.206148745,2.968346008,27,ambient,Lower Deschutes
19,A11,24,0.0072,0.040693958,5.651938611,3.988662891,6,ambient,Lower Deschutes
22,I01,21,0.0484,0.139799736,2.888424298,3.47531751,13,intermediate,Lower Deschutes
22,I01,22,0.0484,0.144139824,2.978095537,3.583208871,12,intermediate,Lower Deschutes
22,I01,23,0.0484,0.171639537,3.546271416,4.266831281,31,intermediate,Lower Deschutes
22,I01,24,0.0484,0.17592363,3.634785754,4.373330672,37,intermediate,Lower Deschutes
22,I02,21,0.0167,0.056230805,3.367114044,3.007427978,13,intermediate,Lower Deschutes
22,I02,22,0.0167,0.066055302,3.955407285,3.532877824,12,intermediate,Lower Deschutes
22,I02,23,0.0167,0.072061365,4.315051808,3.854103949,31,intermediate,Lower Deschutes
22,I02,24,0.0167,0.083488681,4.999322229,4.46527838,37,intermediate,Lower Deschutes
22,I03,21,0.0264,0.115975238,4.393001445,4.460537997,13,intermediate,Lower Deschutes
22,I03,22,0.0264,0.107702097,4.079624874,4.142343678,12,intermediate,Lower Deschutes
22,I03,23,0.0264,0.113351846,4.293630545,4.359639401,31,intermediate,Lower Deschutes
22,I03,24,0.0264,0.13074041,4.952288241,5.028423083,37,intermediate,Lower Deschutes
22,I04,21,0.0192,0.104211588,5.427686875,5.040991054,11,intermediate,Lower Deschutes
22,I04,22,0.0192,0.115812006,6.031875304,5.602134048,12,intermediate,Lower Deschutes
22,I04,23,0.0192,0.120148714,6.257745542,5.81191215,30,intermediate,Lower Deschutes
22,I04,24,0.0192,0.122064638,6.357533212,5.904590443,37,intermediate,Lower Deschutes
22,I05,21,0.0244,0.094527031,3.874058656,3.847796904,15,intermediate,Lower Deschutes
22,I05,22,0.0244,0.089187644,3.655231311,3.630452963,3,intermediate,Lower Deschutes
22,I05,23,0.0244,0.096165566,3.941211721,3.914494748,21,intermediate,Lower Deschutes
22,I05,24,0.0244,0.108529809,4.447942984,4.417790943,15,intermediate,Lower Deschutes
22,I06,21,0.0125,0.071688461,5.735076892,4.723357812,13,intermediate,Lower Deschutes
22,I06,22,0.0125,0.078649478,6.2919582,5.182000255,4,intermediate,Lower Deschutes
22,I06,23,0.0125,0.077009553,6.160764229,5.073950078,21,intermediate,Lower Deschutes
22,I06,24,0.0125,0.085014965,6.801197175,5.6014049,16,intermediate,Lower Deschutes
22,I07,21,0.0085,0.04164505,4.899417605,3.622084311,14,intermediate,Lower Deschutes
22,I07,22,0.0085,0.042621979,5.014350441,3.707052864,4,intermediate,Lower Deschutes
22,I07,23,0.0085,0.049311944,5.801405126,4.288913537,21,intermediate,Lower Deschutes
22,I07,24,0.0085,0.055092728,6.481497463,4.79169815,16,intermediate,Lower Deschutes
22,I08,21,0.0082,0.047509123,5.79379547,4.240409864,14,intermediate,Lower Deschutes
22,I08,22,0.0082,0.054236052,6.614152683,4.840819533,4,intermediate,Lower Deschutes
22,I08,23,0.0082,0.052047379,6.347241335,4.645470298,19,intermediate,Lower Deschutes
22,I08,24,0.0082,0.065025,7.929878049,5.803783249,16,intermediate,Lower Deschutes
22,I09,21,0.0064,0.031867379,4.979277917,3.399958039,15,intermediate,Lower Deschutes
22,I09,22,0.0064,0.033249515,5.195236779,3.547419395,13,intermediate,Lower Deschutes
22,I09,23,0.0064,0.034760765,5.431369542,3.708655923,45,intermediate,Lower Deschutes
22,I09,24,0.0064,0.038395141,5.999240729,4.096410582,6,intermediate,Lower Deschutes
22,I10,21,0.0091,0.033252698,3.654142689,2.753555848,15,intermediate,Lower Deschutes
22,I10,22,0.0091,0.037249091,4.093306653,3.084485044,13,intermediate,Lower Deschutes
22,I10,23,0.0091,0.042093567,4.625666725,3.485641571,50,intermediate,Lower Deschutes
22,I10,24,0.0091,0.044031102,4.838582637,3.646082994,10,intermediate,Lower Deschutes
22,I11,21,0.009,0.040483784,4.498198222,3.379117471,15,intermediate,Lower Deschutes
22,I11,22,0.009,0.0481404,5.348933333,4.018203109,13,intermediate,Lower Deschutes
22,I11,23,0.009,0.052823109,5.869234298,4.409061402,53,intermediate,Lower Deschutes
22,I11,24,0.009,0.061427984,6.825331556,5.127296746,10,intermediate,Lower Deschutes
26,H01,23,0.0199,0.100770928,5.063865746,4.750483807,20,hot,Lower Deschutes
26,H01,24,0.0199,0.10433864,5.243147754,4.918670785,35,hot,Lower Deschutes
26,H01,25,0.0199,0.125543615,6.308724368,5.918303221,28,hot,Lower Deschutes
26,H01,26,0.0199,0.126094083,6.33638608,5.944253063,21,hot,Lower Deschutes
26,H01,27,0.0199,0.126548625,6.359227387,5.965680814,6,hot,Lower Deschutes
26,H02,23,0.0138,0.050629352,3.668793652,3.106463304,20,hot,Lower Deschutes
26,H02,24,0.0138,0.051880154,3.75943142,3.183208667,35,hot,Lower Deschutes
26,H02,25,0.0138,0.059552051,4.315366046,3.653933018,28,hot,Lower Deschutes
26,H02,26,0.0138,0.061200164,4.434794465,3.755056177,21,hot,Lower Deschutes
26,H02,27,0.0138,0.066917517,4.849095459,4.105855638,6,hot,Lower Deschutes
26,H03,23,0.0115,0.058283224,5.068106413,4.077724851,20,hot,Lower Deschutes
26,H03,24,0.0115,0.058777817,5.111114534,4.112328561,35,hot,Lower Deschutes
