min_start,min_start_real,t_mean,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,mo2_recovered,percent_aas,fas_available,rmr,mo2_minus_rmr,ln_mo2_minus_rmr,mmr_50,B,beta,Bebt,ln_mo2_minus_Bebt,A,alpha
10,9,23.16,8/15/2021 11:54,0.0236,8.144201441,0.192203154,8.013839966,10.93692393,2209,22,73.27325322,8.107992698,2.923083964,36.05188205,1.364754472,2.828931232,5.184908734,1.64575224,5.468461965,3.501130793,-0.012281,3.134773742,0.717905641,4.355938123,-0.07446
20,19,23.19,8/15/2021 12:04,0.0236,6.760491356,0.159547596,6.65227846,10.93692393,2209,22,60.82403519,8.107992698,4.28464547,52.84471298,1.644086909,2.828931232,3.823347228,1.341126277,5.468461965,3.501130793,-0.012281,2.772493234,,4.355938123,-0.07446
30,29,23.22,8/15/2021 12:14,0.0236,6.126406441,0.144583192,6.028343128,10.93692393,2209,22,55.11918311,8.107992698,4.908580802,60.54002495,1.8142504,2.828931232,3.199411896,1.16296701,5.468461965,3.501130793,-0.012281,2.452080873,,4.355938123,-0.07446
40,39,23.24,8/15/2021 12:24,0.0236,6.082963305,0.143557934,5.985595372,10.93692393,2209,22,54.7283259,8.107992698,4.951328558,61.06725477,1.827207362,2.828931232,3.15666414,1.149515818,5.468461965,3.501130793,-0.012281,2.168698027,,4.355938123,-0.07446
50,49,23.21,8/15/2021 12:34,0.0236,5.78995322,0.136642896,5.6972754,10.93692393,2209,22,52.09211874,8.107992698,5.23964853,64.62325171,1.919676189,2.828931232,2.868344168,1.053734918,5.468461965,3.501130793,-0.012281,1.918065258,,4.355938123,-0.07446
0,0,23.07,8/15/2021 11:44,0.0151,11.26178126,0.170052897,10.01452573,10.01452573,2210,22,100,6.094658743,0,0,1,3.919866987,6.094658743,1.807412772,5.007262865,3.501130793,-0.012281,3.501130793,0.953019092,4.355938123,-0.07446
10,10,23.16,8/15/2021 11:54,0.0151,5.68937457,0.085909556,4.940317606,10.01452573,2210,22,49.33151843,6.094658743,5.074208124,83.25664058,2.027101601,3.919866987,1.020450619,0.020244313,5.007262865,3.501130793,-0.012281,3.096511019,,4.355938123,-0.07446
20,20,23.19,8/15/2021 12:04,0.0151,4.965622185,0.074980895,4.311853686,10.01452573,2210,22,43.05599488,6.094658743,5.702672044,93.56835689,2.322556946,3.919866987,0.391986699,-0.936527371,5.007262865,3.501130793,-0.012281,2.73865247,,4.355938123,-0.07446
30,30,23.22,8/15/2021 12:14,0.0151,5.035185298,0.076031298,4.372258194,10.01452573,2210,22,43.65916382,6.094658743,5.642267536,92.57725123,2.290469887,3.919866987,0.452391207,-0.793207971,5.007262865,3.501130793,-0.012281,2.422151028,,4.355938123,-0.07446
40,40,23.24,8/15/2021 12:24,0.0151,4.703650464,0.071025122,4.084372881,10.01452573,2210,22,40.78448637,6.094658743,5.930152849,97.30081862,2.451912698,3.919866987,0.164505894,-1.80480888,5.007262865,3.501130793,-0.012281,2.142227124,,4.355938123,-0.07446
50,50,23.21,8/15/2021 12:34,0.0151,4.554163775,0.068767873,3.954567449,10.01452573,2210,22,39.48831483,6.094658743,6.059958281,99.43064143,2.532394721,3.919866987,0.034700462,-3.361002278,5.007262865,3.501130793,-0.012281,1.894653553,,4.355938123,-0.07446
